Genome ID,Collection Year,Isolation Country,Host Name,Host Common Name,Host Group,Country Code,PP cluster,,,,,
287_1037,2008,Germany,Human,Human,Human,DEU,500,,,,,
287_874,2012,France,Human,Human,Human,FRA,128,,,,,
287_896,2011,France,Human,Human,Human,FRA,108,,,,,
287_1137,2012,USA,Human,Human,Human,USA,405,,,,,
287_7819,2013,USA,Human,Human,Human,USA,220,,,,,
287_34445,2018,Denmark,Human,,,DNK,281,,,,,
1402506_3,2013,USA,Human,Human,Human,USA,573,,,,,
287_855,2012,Brazil,Human,Human,Human,BRA,145,,,,,
287_8502,2016,USA,Human,Human,Human,USA,154,,,,,
287_1126,2012,USA,Human,Human,Human,USA,413,,,,,
287_7789,2010,USA,Human,Human,Human,USA,243,,,,,
287_1216,2009,Canada,Human,Human,Human,CAN,340,,,,,
287_7823,2013,USA,Human,Human,Human,USA,216,,,,,
287_4075,2008,USA,Human,Human,Human,USA,261,,,,,
287_1006,2008,Brazil,Human,Human,Human,BRA,32,,,,,
287_7852,2012,USA,Human,Human,Human,USA,187,,,,,
287_7838,2014,USA,Human,Human,Human,USA,201,,,,,
287_34444,2018,Denmark,Human,,,DNK,282,,,,,
287_34434,2018,Denmark,Human,,,DNK,291,,,,,
287_7837,2010,USA,Human,Human,Human,USA,202,,,,,
287_1249,2005,USA,Human,Human,Human,USA,313,,,,,
287_7818,2013,USA,Human,Human,Human,USA,5,,,,,
287_1215,2009,Canada,Human,Human,Human,CAN,341,,,,,
287_7777,2012,USA,Human,Human,Human,USA,253,,,,,
287_7824,2013,USA,Human,Human,Human,USA,215,,,,,
287_4070,2008,USA,Human,Human,Human,USA,262,,,,,
287_32679,2020,India,Human,Human,Human,IND,2,,,,,
287_1202,2010,Mexico,Human,Human,Human,MEX,351,,,,,
287_1173,2011,Germany,Human,Human,Human,DEU,378,,,,,
287_7861,2012,USA,Human,Human,Human,USA,178,,,,,
287_1181,2010,Taiwan,Human,Human,Human,TWN,370,,,,,
287_1007,2008,Brazil,Human,Human,Human,BRA,31,,,,,
287_32682,2020,India,Human,Human,Human,IND,13,,,,,
287_34826,2018,Denmark,Human,,,DNK,275,,,,,
287_1096,2005,Argentina,Human,Human,Human,ARG,443,,,,,
1402511_3,2013,USA,Human,Human,Human,USA,568,,,,,
287_1118,2004,India,Human,Human,Human,IND,421,,,,,
1402540_3,2013,USA,Human,Human,Human,USA,542,,,,,
287_7846,2013,USA,Human,Human,Human,USA,193,,,,,
287_32663,2020,India,Human,Human,Human,IND,4,,,,,
287_967,2009,Croatia,Human,Human,Human,HRV,60,,,,,
287_980,2009,China,Human,Human,Human,CHN,51,,,,,
1418239_3,2013,USA,Human,Human,Human,USA,537,,,,,
1418243_3,2013,USA,Human,Human,Human,USA,34,,,,,
287_988,2009,USA,Human,Human,Human,USA,45,,,,,
287_1169,2010,Spain,Human,Human,Human,ESP,381,,,,,
287_880,2012,France,Human,Human,Human,FRA,123,,,,,
287_8494,2016,USA,Human,Human,Human,USA,162,,,,,
287_7840,2013,USA,Human,Human,Human,USA,199,,,,,
287_905,2011,Germany,Human,Human,Human,DEU,99,,,,,
287_1241,2005,USA,Human,Human,Human,USA,320,,,,,
287_7797,2005,USA,Human,Human,Human,USA,237,,,,,
287_989,2009,USA,Human,Human,Human,USA,44,,,,,
287_8027,2016,USA,Human,Human,Human,USA,176,,,,,
287_973,2009,Spain,Human,Human,Human,ESP,56,,,,,
287_32674,2020,India,Human,Human,Human,IND,1,,,,,
287_32677,2020,India,Human,Human,Human,IND,11,,,,,
287_864,2012,Colombia,Human,Human,Human,COL,136,,,,,
287_1053,2007,USA,Human,Human,Human,USA,487,,,,,
1447544_3,2013,USA,Human,Human,Human,USA,525,,,,,
287_1087,2006,USA,Human,Human,Human,USA,452,,,,,
287_7843,2013,USA,Human,Human,Human,USA,196,,,,,
287_955,2010,USA,Human,Human,Human,USA,69,,,,,
287_7807,2014,USA,Human,Human,Human,USA,229,,,,,
287_32657,2019,India,Human,Human,Human,IND,303,,,,,
287_1004,2009,Germany,Human,Human,Human,DEU,520,,,,,
287_34822,2018,Denmark,Human,,,DNK,279,,,,,
1418236_3,2013,USA,Human,Human,Human,USA,540,,,,,
1447537_3,2013,USA,Human,Human,Human,USA,531,,,,,
287_991,2009,Hong Kong,Human,Human,Human,HKG,42,,,,,
287_906,2011,Germany,Human,Human,Human,DEU,98,,,,,
1402512_3,2013,USA,Human,Human,Human,USA,35,,,,,
287_32662,2019,India,Human,Human,Human,IND,300,,,,,
287_1064,2007,Argentina,Human,Human,Human,ARG,477,,,,,
287_1115,2004,France,Human,Human,Human,FRA,424,,,,,
287_32683,2020,India,Human,Human,Human,IND,1,,,,,
287_1135,2012,Colombia,Human,Human,Human,COL,22,,,,,
287_1477,2013,Afghanistan,Human,Human,Human,AFG,310,,,,,
287_8498,2016,USA,Human,Human,Human,USA,159,,,,,
1402525_3,2013,USA,Human,Human,Human,USA,557,,,,,
287_7801,2013,USA,Human,Human,Human,USA,234,,,,,
287_7804,2016,USA,Human,Human,Human,USA,231,,,,,
287_32669,2020,India,Human,Human,Human,IND,3,,,,,
287_7825,2010,USA,Human,Human,Human,USA,214,,,,,
287_922,2010,Spain,Human,Human,Human,ESP,85,,,,,
287_32654,2020,India,Human,Human,Human,IND,306,,,,,
287_1061,2007,Argentina,Human,Human,Human,ARG,479,,,,,
287_1231,2007,USA,Human,Human,Human,USA,329,,,,,
287_926,2010,Germany,Human,Human,Human,DEU,81,,,,,
287_7783,2005,USA,Human,Human,Human,USA,249,,,,,
1402522_3,2013,USA,Human,Human,Human,USA,560,,,,,
287_7782,2004,USA,Human,Human,Human,USA,250,,,,,
287_1190,2011,Germany,Human,Human,Human,DEU,361,,,,,
287_982,2009,Argentina,Human,Human,Human,ARG,6,,,,,
287_32672,2020,India,Human,Human,Human,IND,296,,,,,
287_915,2011,Colombia,Human,Human,Human,COL,91,,,,,
287_1240,2005,USA,Human,Human,Human,USA,321,,,,,
287_1196,2010,Germany,Human,Human,Human,DEU,356,,,,,
1418237_3,2013,USA,Human,Human,Human,USA,539,,,,,
1402507_3,2013,USA,Human,Human,Human,USA,572,,,,,
287_32656,2019,India,Human,Human,Human,IND,304,,,,,
287_34439,2018,Denmark,Human,,,DNK,287,,,,,
287_7859,2012,USA,Human,Human,Human,USA,180,,,,,
287_4058,2008,USA,Human,Human,Human,USA,269,,,,,
287_1025,2008,Spain,Human,Human,Human,ESP,508,,,,,
287_32651,2020,India,Human,Human,Human,IND,4,,,,,
287_4056,2008,USA,Human,Human,Human,USA,271,,,,,
287_7860,2012,USA,Human,Human,Human,USA,179,,,,,
287_1060,2007,Argentina,Human,Human,Human,ARG,480,,,,,
287_1089,2006,China,Human,Human,Human,CHN,450,,,,,
287_878,2012,Germany,Human,Human,Human,DEU,125,,,,,
287_34823,2018,Denmark,Human,,,DNK,278,,,,,
287_862,2012,China,Human,Human,Human,CHN,138,,,,,
287_1043,2008,China,Human,Human,Human,CHN,494,,,,,
287_1046,2007,Croatia,Human,Human,Human,HRV,25,,,,,
287_1030,2008,Spain,Human,Human,Human,ESP,505,,,,,
287_859,2012,France,Human,Human,Human,FRA,141,,,,,
287_851,2004,Germany,Human,Human,Human,DEU,149,,,,,
287_1141,2012,Venezuela,Human,Human,Human,VEN,402,,,,,
287_7816,2010,USA,Human,Human,Human,USA,222,,,,,
287_978,2009,France,Human,Human,Human,FRA,53,,,,,
287_1211,2010,India,Human,Human,Human,IND,343,,,,,
287_1129,2012,USA,Human,Human,Human,USA,410,,,,,
287_1075,2007,France,Human,Human,Human,FRA,464,,,,,
1402503_3,2013,USA,Human,Human,Human,USA,575,,,,,
287_933,2010,China,Human,Human,Human,CHN,74,,,,,
287_985,2009,Argentina,Human,Human,Human,ARG,48,,,,,
287_908,2010,Spain,Human,Human,Human,ESP,96,,,,,
287_7773,2010,USA,Human,Human,Human,USA,257,,,,,
287_1045,2007,Croatia,Human,Human,Human,HRV,26,,,,,
287_7844,2013,USA,Human,Human,Human,USA,195,,,,,
1402528_3,2013,USA,Human,Human,Human,USA,554,,,,,
287_1197,2010,Germany,Human,Human,Human,DEU,355,,,,,
287_7785,2004,USA,Human,Human,Human,USA,247,,,,,
287_907,2010,Spain,Human,Human,Human,ESP,97,,,,,
287_1146,2012,Greece,Human,Human,Human,GRC,23,,,,,
287_7831,2013,USA,Human,Human,Human,USA,208,,,,,
287_8030,2013,USA,Human,Human,Human,USA,173,,,,,
287_868,2012,China,Human,Human,Human,CHN,133,,,,,
287_953,2010,France,Human,Human,Human,FRA,71,,,,,
287_1179,2011,USA,Human,Human,Human,USA,372,,,,,
287_854,2012,Brazil,Human,Human,Human,BRA,146,,,,,
287_1008,2008,Brazil,Human,Human,Human,BRA,30,,,,,
287_4069,2008,USA,Human,Human,Human,USA,10,,,,,
287_34441,2018,Denmark,Human,,,DNK,285,,,,,
287_1194,2011,China,Human,Human,Human,CHN,357,,,,,
287_1205,2010,Portugal,Human,Human,Human,PRT,348,,,,,
287_890,2011,France,Human,Human,Human,FRA,114,,,,,
287_867,2012,Hong Kong,Human,Human,Human,HKG,17,,,,,
287_1058,2007,USA,Human,Human,Human,USA,482,,,,,
287_1121,2004,India,Human,Human,Human,IND,418,,,,,
287_1066,2007,China,Human,Human,Human,CHN,473,,,,,
287_881,2012,France,Human,Human,Human,FRA,122,,,,,
287_1235,2005,USA,Human,Human,Human,USA,325,,,,,
287_32671,2021,India,Human,Human,Human,IND,2,,,,,
1418240_3,2013,USA,Human,Human,Human,USA,536,,,,,
287_1152,2012,Philippines,Human,Human,Human,PHL,395,,,,,
287_1482,2013,USA,Human,Human,Human,USA,5,,,,,
287_1233,2005,USA,Human,Human,Human,USA,327,,,,,
1402523_3,2013,USA,Human,Human,Human,USA,559,,,,,
287_32680,2020,India,Human,Human,Human,IND,11,,,,,
287_7847,2010,USA,Human,Human,Human,USA,192,,,,,
287_1161,2012,USA,Human,Human,Human,USA,389,,,,,
287_32670,2020,India,Human,Human,Human,IND,1,,,,,
287_1237,2005,USA,Human,Human,Human,USA,324,,,,,
287_1055,2007,USA,Human,Human,Human,USA,485,,,,,
287_7776,2007,USA,Human,Human,Human,USA,254,,,,,
287_7854,2012,USA,Human,Human,Human,USA,185,,,,,
287_1198,2010,Hong Kong,Human,Human,Human,HKG,17,,,,,
287_7778,2012,USA,Human,Human,Human,USA,252,,,,,
287_858,2012,France,Human,Human,Human,FRA,142,,,,,
287_7856,2010,USA,Human,Human,Human,USA,183,,,,,
287_912,2011,USA,Human,Human,Human,USA,93,,,,,
287_884,2011,Spain,Human,Human,Human,ESP,119,,,,,
287_7814,2010,USA,Human,Human,Human,USA,223,,,,,
287_1119,2004,India,Human,Human,Human,IND,420,,,,,
287_32655,2020,India,Human,Human,Human,IND,305,,,,,
287_1101,2005,USA,Human,Human,Human,USA,438,,,,,
287_1142,2012,Venezuela,Human,Human,Human,VEN,21,,,,,
287_965,2010,USA,Human,Human,Human,USA,9,,,,,
287_1116,2004,France,Human,Human,Human,FRA,423,,,,,
287_7821,2013,USA,Human,Human,Human,USA,218,,,,,
287_847,2004,Germany,Human,Human,Human,DEU,167,,,,,
287_1195,2010,Spain,Human,Human,Human,ESP,18,,,,,
287_34825,2018,Denmark,Human,,,DNK,276,,,,,
287_1083,2006,France,Human,Human,Human,FRA,456,,,,,
287_1248,2005,USA,Human,Human,Human,USA,314,,,,,
287_8493,2016,USA,Human,Human,Human,USA,163,,,,,
287_34437,2018,Denmark,Human,,,DNK,289,,,,,
287_7857,2012,USA,Human,Human,Human,USA,182,,,,,
287_856,2012,Brazil,Human,Human,Human,BRA,144,,,,,
287_848,2004,Germany,Human,Human,Human,DEU,166,,,,,
287_1228,2007,USA,Human,Human,Human,USA,332,,,,,
287_995,2008,France,Human,Human,Human,FRA,39,,,,,
287_869,2012,Germany,Human,Human,Human,DEU,132,,,,,
287_32659,2020,India,Human,Human,Human,IND,12,,,,,
287_32664,2019,India,Human,Human,Human,IND,299,,,,,
287_1079,2005,Brazil,Human,Human,Human,BRA,460,,,,,
1402535_3,2013,USA,Human,Human,Human,USA,547,,,,,
287_8029,2010,USA,Human,Human,Human,USA,174,,,,,
287_1029,2008,Spain,Human,Human,Human,ESP,506,,,,,
287_984,2009,Argentina,Human,Human,Human,ARG,27,,,,,
287_916,2010,Spain,Human,Human,Human,ESP,18,,,,,
287_1054,2007,USA,Human,Human,Human,USA,486,,,,,
1418242_3,2013,USA,Human,Human,Human,USA,34,,,,,
287_1017,2008,Spain,Human,Human,Human,ESP,33,,,,,
287_1193,2011,Spain,Human,Human,Human,ESP,358,,,,,
287_7822,2010,USA,Human,Human,Human,USA,217,,,,,
287_1015,2008,Spain,Human,Human,Human,ESP,514,,,,,
287_10646,2014,Rwanda,Insect,,,RWA,475,,,,,
287_1245,2005,USA,Human,Human,Human,USA,317,,,,,
287_999,2009,France,Human,Human,Human,FRA,36,,,,,
1402517_3,2013,USA,Human,Human,Human,USA,564,,,,,
287_889,2011,France,Human,Human,Human,FRA,29,,,,,
287_1105,2005,Germany,Human,Human,Human,DEU,434,,,,,
1402533_3,2013,USA,Human,Human,Human,USA,549,,,,,
1402524_3,2013,USA,Human,Human,Human,USA,558,,,,,
287_1170,2010,China,Human,Human,Human,CHN,380,,,,,
287_970,2009,Spain,Human,Human,Human,ESP,59,,,,,
1447541_3,2013,USA,Human,Human,Human,USA,527,,,,,
287_7836,2014,USA,Human,Human,Human,USA,203,,,,,
287_1114,2004,France,Human,Human,Human,FRA,425,,,,,
287_1099,2005,Argentina,Human,Human,Human,ARG,440,,,,,
287_1199,2010,China,Human,Human,Human,CHN,354,,,,,
287_1091,2006,China,Human,Human,Human,CHN,448,,,,,
287_1234,2005,USA,Human,Human,Human,USA,326,,,,,
287_7790,2013,USA,Human,Human,Human,USA,242,,,,,
287_951,2010,Croatia,Human,Human,Human,HRV,25,,,,,
287_7813,2010,USA,Human,Human,Human,USA,224,,,,,
287_7808,2009,USA,Human,Human,Human,USA,228,,,,,
287_1028,2008,Germany,Human,Human,Human,DEU,28,,,,,
1402531_3,2013,USA,Human,Human,Human,USA,551,,,,,
287_1111,2004,Brazil,Human,Human,Human,BRA,428,,,,,
1402518_3,2013,USA,Human,Human,Human,USA,563,,,,,
287_7802,2016,USA,Human,Human,Human,USA,233,,,,,
287_1014,2008,Spain,Human,Human,Human,ESP,515,,,,,
287_1149,2012,Greece,Human,Human,Human,GRC,397,,,,,
287_1056,2007,USA,Human,Human,Human,USA,484,,,,,
287_1010,2008,Brazil,Human,Human,Human,BRA,518,,,,,
287_10645,2014,Rwanda,Insect,,,RWA,476,,,,,
287_7849,2012,USA,Human,Human,Human,USA,190,,,,,
287_1016,2008,Spain,Human,Human,Human,ESP,513,,,,,
287_891,2011,Spain,Human,Human,Human,ESP,113,,,,,
287_893,2011,Spain,Human,Human,Human,ESP,111,,,,,
287_1003,2009,Germany,Human,Human,Human,DEU,521,,,,,
1447539_3,2013,USA,Human,Human,Human,USA,529,,,,,
287_1059,2007,Argentina,Human,Human,Human,ARG,481,,,,,
1402526_3,2013,USA,Human,Human,Human,USA,556,,,,,
287_32681,2020,India,Human,Human,Human,IND,3,,,,,
287_7792,2012,USA,Human,Human,Human,USA,240,,,,,
287_8499,2016,USA,Human,Human,Human,USA,158,,,,,
1402519_3,2013,USA,Human,Human,Human,USA,562,,,,,
287_7845,2010,USA,Human,Human,Human,USA,194,,,,,
287_895,2011,Spain,Human,Human,Human,ESP,109,,,,,
287_1100,2005,Argentina,Human,Human,Human,ARG,439,,,,,
287_1125,2012,Italy,Human,Human,Human,ITA,414,,,,,
1402516_3,2013,USA,Human,Human,Human,USA,565,,,,,
287_1110,2004,Brazil,Human,Human,Human,BRA,429,,,,,
287_32673,2021,India,Human,Human,Human,IND,2,,,,,
287_1133,2012,Colombia,Human,Human,Human,COL,22,,,,,
287_7795,2012,USA,Human,Human,Human,USA,239,,,,,
287_4068,2008,USA,Human,Human,Human,USA,263,,,,,
287_957,2010,China,Human,Human,Human,CHN,68,,,,,
287_909,2010,Spain,Human,Human,Human,ESP,19,,,,,
287_1232,2005,USA,Human,Human,Human,USA,328,,,,,
287_1201,2010,France,Human,Human,Human,FRA,352,,,,,
287_1165,2012,Mexico,Human,Human,Human,MEX,385,,,,,
287_1038,2008,Germany,Human,Human,Human,DEU,499,,,,,
287_871,2012,Argentina,Human,Human,Human,ARG,24,,,,,
287_1229,2007,USA,Human,Human,Human,USA,331,,,,,
287_993,2009,France,Human,Human,Human,FRA,41,,,,,
287_954,2010,USA,Human,Human,Human,USA,70,,,,,
287_1011,2009,France,Human,Human,Human,FRA,29,,,,,
287_1128,2012,USA,Human,Human,Human,USA,411,,,,,
287_1078,2007,Brazil,Human,Human,Human,BRA,461,,,,,
287_913,2011,USA,Human,Human,Human,USA,9,,,,,
287_1034,2008,India,Human,Human,Human,IND,503,,,,,
287_1208,2010,India,Human,Human,Human,IND,345,,,,,
287_1094,2006,China,Human,Human,Human,CHN,445,,,,,
1402509_3,2013,USA,Human,Human,Human,USA,570,,,,,
287_7798,2016,USA,Human,Human,Human,USA,236,,,,,
287_1180,2010,USA,Human,Human,Human,USA,371,,,,,
287_1019,2008,Spain,Human,Human,Human,ESP,31,,,,,
287_4054,2008,USA,Human,Human,Human,USA,273,,,,,
1402521_3,2013,USA,Human,Human,Human,USA,35,,,,,
287_7862,2012,USA,Human,Human,Human,USA,177,,,,,
287_852,2003,Croatia,Human,Human,Human,HRV,148,,,,,
287_1021,2008,Croatia,Human,Human,Human,HRV,512,,,,,
287_32661,2020,India,Human,Human,Human,IND,301,,,,,
287_8028,2015,USA,Human,Human,Human,USA,175,,,,,
287_1127,2012,USA,Human,Human,Human,USA,412,,,,,
287_1139,2012,Venezuela,Human,Human,Human,VEN,404,,,,,
287_7850,2012,USA,Human,Human,Human,USA,189,,,,,
287_974,2009,India,Human,Human,Human,IND,55,,,,,
287_968,2009,France,Human,Human,Human,FRA,7,,,,,
287_8509,2015,USA,Human,Human,Human,USA,150,,,,,
287_1250,2005,USA,Human,Human,Human,USA,312,,,,,
287_8497,2016,USA,Human,Human,Human,USA,160,,,,,
287_983,2009,Argentina,Human,Human,Human,ARG,49,,,,,
287_1009,2008,Brazil,Human,Human,Human,BRA,519,,,,,
287_32676,2020,India,Human,Human,Human,IND,3,,,,,
287_1062,2007,Argentina,Human,Human,Human,ARG,24,,,,,
287_1175,2011,France,Human,Human,Human,FRA,376,,,,,
1402527_3,2013,USA,Human,Human,Human,USA,555,,,,,
287_1177,2011,Spain,Human,Human,Human,ESP,374,,,,,
1402532_3,2013,USA,Human,Human,Human,USA,550,,,,,
287_920,2010,Spain,Human,Human,Human,ESP,87,,,,,
287_956,2010,USA,Human,Human,Human,USA,8,,,,,
287_7830,2013,USA,Human,Human,Human,USA,209,,,,,
287_7791,2013,USA,Human,Human,Human,USA,241,,,,,
287_7833,2015,USA,Human,Human,Human,USA,206,,,,,
287_7774,2012,USA,Human,Human,Human,USA,256,,,,,
1402537_3,2013,USA,Human,Human,Human,USA,545,,,,,
287_1073,2007,Spain,Human,Human,Human,ESP,466,,,,,
1402515_3,2013,USA,Human,Human,Human,USA,5,,,,,
287_8491,2015,USA,Human,Human,Human,USA,164,,,,,
287_1103,2005,USA,Human,Human,Human,USA,436,,,,,
287_975,2009,India,Human,Human,Human,IND,8,,,,,
287_1143,2012,Venezuela,Human,Human,Human,VEN,401,,,,,
287_1122,2012,USA,Human,Human,Human,USA,417,,,,,
287_860,2012,France,Human,Human,Human,FRA,140,,,,,
287_1158,2012,Romania,Human,Human,Human,ROU,391,,,,,
287_1090,2006,China,Human,Human,Human,CHN,449,,,,,
287_1219,2007,USA,Human,Human,Human,USA,338,,,,,
287_1085,2006,Germany,Human,Human,Human,DEU,454,,,,,
287_934,2010,France,Human,Human,Human,FRA,73,,,,,
287_1132,2012,Italy,Human,Human,Human,ITA,408,,,,,
287_1162,2012,Romania,Human,Human,Human,ROU,388,,,,,
287_1178,2011,Colombia,Human,Human,Human,COL,373,,,,,
1418246_3,2013,USA,Human,Human,Human,USA,532,,,,,
287_1186,2012,Germany,Human,Human,Human,DEU,365,,,,,
287_7848,2012,Afghanistan,Human,Human,Human,AFG,191,,,,,
287_1027,2008,Germany,Human,Human,Human,DEU,28,,,,,
287_1026,2008,China,Human,Human,Human,CHN,507,,,,,
287_1136,2012,USA,Human,Human,Human,USA,406,,,,,
1402520_3,2013,USA,Human,Human,Human,USA,561,,,,,
287_1242,2005,USA,Human,Human,Human,USA,319,,,,,
287_1226,2007,USA,Human,Human,Human,USA,14,,,,,
287_883,2011,Spain,Human,Human,Human,ESP,120,,,,,
287_1067,2007,India,Human,Human,Human,IND,472,,,,,
